"country","ngo_id","date_added","latin_name","arabic_name","address","governorate","phone","email","date_of_creation","type_of_organization","target_group","president","director","secretary_general","treasurer","missions_and_goals","impact_of_ong","activities","building_networks_and_alliances","other","publications","training_and_capacity_building","research_resources_and_production","exchange_of_information_know.how_and_experience","website","ISO3","ISO2","FIPS","country.rev"
"Tunisia","44",2014-11-06 21:56:10,"ALPEJT","الجمعية المحلية للنهوض بالشباب والتشغيل بتاجروين","مكتب الإعلامية فضاء الربيع، شارع فرحات حشاد تاجروين","الكاف","+ 216 22320821","k.moullni@yahoo.fr, alpejt@yahoo.fr",2011-03-23,"شبابية اجتماعية","الشباب (تلاميذ، طلبة، معطلون عن العمل)","فريد سمعلي",NA,"راقية خبوشي","زياد السبعي","تكوين فضاءات حوار وتكوين لفائدة الشباب, التنسيق مع المؤسسات العمومية والخاصة في مجال تكوين الشباب وتشغيلهم","جهوي","إقامة ندوات تحسيسية حول المشاركة في الانتخابات, تنظيم ندوة حول آفاق التشغيل بالجهة بحضور المديرة الجهوية للتكوين والتشغيل",NA,"مساعدة الجمعية في ايجاد مصادر التمويل ومقر اجتماعي وأدوات مكتبية لتسيير الجمعية",NA,"المشاركة في الدورات التدريبية في مجال إدارة المنظمات والتخطيط الاستراتيجي",NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","45",2014-11-06 21:56:21,"Society Lovers of children","جمعية أحباء الطفل","الكاف","الكاف","+ 216 40310703","hday_kefai@hotmail.fr",2011-01-01,"ثقافية","الفئات المهمشة وخاصة الأطفال","محمد الهادي العبيدي",NA,NA,NA,"النهوض بواقع الطفولة التونسية","جهوي","تنظيم مجموعة من الأنشطة الثقافية  لفائدة تلاميذ المدارس الريفية, تنظيم مجموعة من الحملات تطوعية بهدف نظافة المحيط",NA,NA,"أنشطة ثقاففية في المدارس","المشاركة في مختلفة الانشطة التدريبية التي تساعد الجمعية على دعم قدراتها",NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","46",2014-11-06 21:56:31,"Association l\'avenir jeunes el Hamma","جمعية المستقبل الشبابية بالحامة","09 نهح أحمد بوشلاكة قابس","قابس","+ 216 52133189","mckhalil212@gmail.com",2012-01-05,"شبابية","الشباب","عادل صدوقي","خليل مخلبي","حسن حمدي","مبارك زائري","تهدف هذه الجمعية إلى الإهتمام بالمجال الثقافي و الإجتماعي, تنظيم أنشطة ثقافية و إجتماعية و رياضية و تربصات و ندوات للشباب","جهوي","ندوة تحت عنوان المواطنة الفاعلة للشباب, تكوين بعض الفتايات في مجال حقوقهن في العمل : الأجر و الإجازات في معمل النسيج","الربط مع الجمعيات الأخرى",NA,NA,"تحديد برامج للعمل","البحث عن الفئة المستهدفة و التمويل",NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","47",2014-11-06 21:56:44,"Association Horizons El Kef pour le Développement Durable","جمعية آفاق الكاف للتنمية المستديمة","الكاف","الكاف","+ 216 98988600","asociations.horizons.el.kef@gmail.com",2011-04-28,"تنموية","كل شرائح المجتمع","سارة بالضياف",NA,"صباح هدّاوي","ناجية مشراوي","دعم ثقافة المواطنة والدفاع عن مبدأ المساواة بين جنسين","جهوي","المشاركة في مهرجان بومخلوف, تنظيم حملات توعية حول سرطان الثدي, التعريف ببعض المساجين السياسيين وتنظيم لقاءات معهم",NA,NA,NA,NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","48",2014-11-06 21:56:55,"Union diplomés chomeurs","أصحاب الشهادات المعطلين عن العمل","حي الخضراء بوسالم 8170","جندوبة","+ 216 22346563",NA,2011-06-19,"اجتماعية","اصحاب الشهادات المعطلين عن العمل","محمد عي غيطري","فتحية ورتاني","هناء ورتاني","مهران مساكني",NA,NA,"المشاركة في الندوات الوطنية حول التشغيل, القيام بمحاضرة حول كيف نطالب بحقوقنا   العالية والتاريخية, تدعيم النشاط الثقافي",NA,NA,"تقارير واحصائيات حول وضع نسب البطالة",NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","49",2014-11-06 21:57:09,"League of Tunisian Humanists","رابطة التونسيين الأنسنيين","سوسة","سوسة","+ 216 23844744","LTH.emailing@gmail.com, hheellaabb@gmail.com",2011-11-01,"ثقاقية","المواطنون٬ شباب وكهول","هالة بوجناح",NA,"جهاد المرجيسي","سامي لمني","العمل على ترسيخ قيم التسامح و الحوار, تدعيم أواصر الأنسانية, السعي إلى نشر قيم المواطنة وقبول الآخر رغم الإختلاف",NA,"حملات لجمع مساعدات كالأغطية ٬الملابس والمال للعائلات المعوزة و التى تضررت من المناخ خلال عواصف الثلوج في تونس, فيديوات تحسيسية تدور حول مبادئ إنسانية",NA,"تأسيس علاقات مع المنظمات الإنسانية العالمية",NA,"تكوين و تدريب الهيئة المديرة لتحسين مردودها و تسييرها للجمعية","التعاقد مع ممول يشاركنا ويؤمن بأهدافنا وأهمية تحقيقها",NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","50",2014-11-06 21:57:14,"ACT du Kef","جمعية فنون للسينما والمسرح بالكاف","مسرح الجيب، نهج طارق ابن زياد-7100","الكاف","+ 216 98 285233","actdukef@gmail.com",2011-04-29,"ثقافية","كل شرائح المجتمع","أمير قديش","سليم مقري","رجب مقري","هيثم بن قدري","إحياء وإرساء ثقافة فنية بديلة بكامل الجمهورية وخاصة بجهة الكاف",NA,"تنظيم حملات ثقافية تحسيسيّة حول المديونية للبلاد التونسية  في كل من المنستير والكاف وتونس وذلك بالتعاون مع منظمة REDATTAC, إنشاء اوّل دورة لمهرجان سينما الطفل في الكاف, إستضافة المجموعة العالمية المندية (LABES) وتنظيم سهرة فنيّة غنائية في الكاف وتنظيم سهرتان في تونس العاصمة وسهرة في سوسة",NA,NA,"تنشيط مسرح الجيب بمدينة الكاف",NA,NA,NA,"www.facebook.com/actdukef","TUN","TN","TS","Tunisia"
"Tunisia","51",2014-11-06 21:57:21,"Association l\\\\\\\'Espoir","جمعية الأمل","عمارة الدكتور مصطفى المشراوي بجانب المحكمة الابتدائية بالكاف","الكاف",NA,"hamidrd@yahoo.fr",2011-12-01,"حقوقية","جميع شرائح المجتمع","محمد نجيب الحسني","منير المهذبي","أحمد رضا حمدي","عبد النبي البليلي","تنمية الحسّ المدني لدى سكان جهة الكاف, العمل على الاستثمار الايجابي للمكاسب الديمقراطية بما يتماشى مع التنمية الجهوية المستدامة","جهوي","ضبط برامج مشاريع إسكان: حي المنجم بساقية سيدي يوسف وحي سيدي منصور بالكاف, تنظيم أنشطة ثقافية احتفالا بالذكرى الأولى للثورة التونسية, بعث فرع للجمعية بمعتمدية تاجروين","إقامة شراكات مع جمعيات وهيئات لها نفس الأهداف",NA,NA,"التكوين في مجال إدارة الجمعيات",NA,"ربط علاقات تعاون مع مراصد ومراكز البحث",NA,"TUN","TN","TS","Tunisia"
"Tunisia","52",2014-11-06 21:57:31,"Association femmes et progrés","جمعية المرأة والتقدم","21، نهج قابس بالكاف","الكاف","+ 216 98740952","rachagher@hotmail.fr, thlijenehenda@hotmail.fr",2011-05-05,"نسوية","النساء","هندة ثليجان","هادية هوامي","أسماء قاسمي","رشيدة غرياني","تأطير النساء وبناء الحسّ المدني والحقوقي لديهن","جهوي","تنظيم ملتقيات مع تلاميذة  مدارس ريفية بالجهة  حول مفهوم المواطنة, تنظيم لقاءات توعية للنساء الريفيات  حول سرطان الثدي, المشاركة في ترميم وتصليح مبنى مدرسة الدبر بالتعاون مع برنامج",NA,NA,NA,NA,NA,NA,NA,"TUN","TN","TS","Tunisia"
"Tunisia","53",2014-11-06 21:57:39,"Forum 14 Janvier pour les femmes : sousse","منتدى 14 جانفي للمرأة فرع سوسة","دار المنظمات بالمكنين","سوسة","+ 216 98982909, + 216 73371607","Boutheina-bergaoui@hotmail.fr",2011-02-26,"نسوية","النساء","لطيفة الكوكي",NA,"ثريا منصور","إلهام فخامة","الدفاع عن مكاسب المرأة وتطويرها, النضال من أجل المساوة الفعلية بسن النساء والرّجال, تعزيز دور النساء وتمكينهن من المشاركة في الحياة السياسيّة والاجتماعية والثقافية","جهوي","أنشطة ميدانية في أحياء شعبية, محاضرات حول دسترة حقوق النساء و حول العدالة الإنتقالية, حملات تحسيسية في فترة الانتخابات, حملات توعوية حول وضعية النساء في المعامل",NA,"طرق التواصل","نشر ثقافة حقوق الانسان في المناطق الريفية وفي المبيتات الجامعية وفي المعامل والمصانع","صياغة وتنفيذ المشاريع","مصادر التمويل لانجاز المشاريع",NA,NA,"TUN","TN","TS","Tunisia"
